Dimension,ShipmentCount,YearNumber,MonthNumber,upscustomerid,OriginLocCode,DestLocCode,StandardWeightInKG,commoditycode,PieceCt,ActualWeightUOM,RatedWeightUOM,DestSvcCenter,destSvcCenterCountry,DestTariffPt,OriginSvcCenter,OriginSvcCenterCountry,originTariffPt,ds,qwe,ewsdf,CustomStdlnrUOM,CustomStdWidth,CustomStdHeight,CustomStdHeight
5161.92516,11,2016,2,17,CNTRL,SFO,7,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
5161.92516,11,2016,2,17,CNTRL,SFO,11,MS,2,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
5161.92516,11,2016,2,17,CNTRL,SFO,18,MS,3,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
10904,11,2016,2,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,29,47,CM,8,29,47
16523,11,2016,2,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,13,31,41,CM,13,31,41
1,11,2016,2,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,11,2016,2,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,11,2016,2,18,CNTRL,CKG,31,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
2753.026752,11,2016,3,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,1,14,IN,30.48,2.54,35.56
27225,11,2016,3,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,55,CM,15,33,55
1,11,2016,3,18,CNTRL,CKG,11,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,11,2016,3,18,CNTRL,CKG,12,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
129000,11,2016,3,18,CNTRL,CKG,14,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,43,60,CM,50,43,60
184184,11,2016,3,18,CNTRL,CKG,27,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,52,46,77,CM,52,46,77
1,11,2016,3,18,CNTRL,KUB,10,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1,CM,1,1,1
1,11,2016,3,18,CNTRL,KUB,12,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1,CM,1,1,1
110121.0701,11,2016,4,17,CNTRL,HOU,5,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,20,14,24,IN,50.8,35.56,60.96
11648,11,2016,4,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,52,CM,7,32,52
25245,11,2016,4,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,51,CM,15,33,51
1,11,2016,4,18,CNTRL,CKG,8,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,11,2016,4,18,CNTRL,CKG,266,94KZ,100,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
337875,11,2016,4,18,CNTRL,CKG,266,94KZ,100,KG,KG,ORD,US,ORD,CKG,CN,CKG,53,75,85,CM,53,75,85
1248000,11,2016,4,18,CNTRL,CKG,266,94KZ,100,KG,KG,ORD,US,ORD,CKG,CN,CKG,100,104,120,CM,100,104,120
29496.7152,11,2016,5,17,CNTRL,ELP,7,MS,1,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,10,10,18,IN,25.4,25.4,45.72
198750,11,2016,5,18,CNTRL,CKG,34,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,75,53,CM,50,75,53
1,11,2016,5,18,CNTRL,CKG,35,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
2753.026752,11,2016,6,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,1,14,IN,30.48,2.54,35.56
33036.32102,11,2016,6,17,CNTRL,HOU,2,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
62926.32576,11,2016,6,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20,IN,40.64,30.48,50.8
9541,11,2016,6,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,29,47,CM,7,29,47
1,11,2016,6,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,11,2016,6,18,CNTRL,CKG,11,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,11,2016,6,18,CNTRL,CKG,29,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
207230,11,2016,6,18,CNTRL,CKG,29,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,53,46,85,CM,53,46,85
33036.32102,11,2016,7,17,CNTRL,HOU,2,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
10528,11,2016,7,18,CNTRL,CKG,2,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,47,CM,7,32,47
10528,11,2016,7,18,CNTRL,CKG,3,5589,1,KG,KG,BOG,CO,BOG,CKG,CN,CKG,7,32,47,CM,7,32,47
33792,11,2016,8,5,CNTRL,SHA,3,ECN,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,44,12,64,CM,44,12,64
5161.92516,11,2016,8,17,CNTRL,SFO,2,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
1,11,2016,8,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,11,2016,8,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
207230,11,2016,8,18,CNTRL,CKG,29,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,53,46,85,CM,53,46,85
1572000,11,2016,9,4,CNTRL,SIN,1650,62NZ,6,KG,KG,BRU,BE,BRU,SIN,SG,SIN,100,131,120,CM,100,131,120
566336.9318,11,2016,9,7,CNTRL,SEA,320,MS,1,LB,LB,MSP,US,MSP,SEA,US,SEA,40,36,24,IN,101.6,91.44,60.96
2949.67152,11,2016,10,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,1,15,IN,30.48,2.54,38.1
25245,11,2016,10,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,51,CM,15,33,51
16120,11,2016,11,5,CNTRL,SHA,2,ECN,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,31,10,52,CM,31,10,52
10528,11,2016,11,18,CNTRL,CKG,3,5589,1,KG,KG,SCL,CL,SCL,CKG,CN,CKG,7,32,47,CM,7,32,47
1,11,2016,11,18,CNTRL,CKG,13,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
33792,11,2016,12,5,CNTRL,SHA,4,ECN,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,44,12,64,CM,44,12,64
6000,11,2016,12,5,CNTRL,SHE,200,83SA,1,KG,KG,PEK,CN,PEK,SHE,CN,SHE,20,10,30,CM,20,10,30
5161.92516,11,2016,12,17,CNTRL,SFO,7,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
25245,11,2016,12,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,51,CM,15,33,51
45120,11,2016,12,18,CNTRL,CKG,10,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,30,32,47,CM,30,32,47
1,11,2016,12,18,CNTRL,CKG,24,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
190800,11,2016,12,18,CNTRL,CKG,25,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,72,53,CM,50,72,53
1,11,2016,12,18,CNTRL,CKG,30,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
442.450728,11,2017,1,17,CNTRL,ELP,9,MS,2,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,3,3,3,IN,7.62,7.62,7.62
65187.74059,11,2017,1,17,CNTRL,HOU,5,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18,IN,43.18,33.02,45.72
22560,11,2017,1,18,CNTRL,CKG,4,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47,CM,15,32,47
1,11,2017,1,18,CNTRL,CKG,25,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
15500,11,2017,2,7,CNTRL,YYZ,2,MS,1,KG,LB,MDT,US,MDT,YYZ,CA,YYZ,25,20,31,CM,25,20,31
11781,11,2017,2,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
1,11,2017,2,18,CNTRL,CKG,125,44CI,8,KG,KG,ONT,US,ONT,CKG,CN,CKG,1,1,1,CM,1,1,1
1620000,11,2017,2,18,CNTRL,CKG,125,44CI,8,KG,KG,ONT,US,ONT,CKG,CN,CKG,100,135,120,CM,100,135,120
16200,11,2017,2,18,CNTRL,HKG,1,62GQ,1,KG,KG,YYZ,CA,YYZ,HKG,HK,HKG,20,27,30,CM,20,27,30
33792,11,2017,3,5,CNTRL,SHA,3,ECN,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,44,12,64,CM,44,12,64
2753.026752,11,2017,3,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,1,14,IN,30.48,2.54,35.56
11424,11,2017,3,18,CNTRL,CKG,3,94KZ,1,KG,KG,YVR,CA,YVR,CKG,CN,CKG,7,34,48,CM,7,34,48
11424,11,2017,3,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,34,48,CM,7,34,48
1,11,2017,3,18,CNTRL,CKG,14,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
211735,11,2017,3,18,CNTRL,CKG,33,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,53,47,85,CM,53,47,85
27759.68642,11,2017,4,17,CNTRL,HOU,1,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
27759.68642,11,2017,4,17,CNTRL,HOU,2,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
65187.74059,11,2017,5,17,CNTRL,HOU,4,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18,IN,43.18,33.02,45.72
33088,11,2017,5,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,22,32,47,CM,22,32,47
1,11,2017,5,18,CNTRL,CKG,9,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,11,2017,5,18,CNTRL,CKG,11,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
489720,11,2017,5,18,CNTRL,CKG,90,94KZ,1,KG,KG,LAX,US,LAX,CKG,CN,CKG,53,77,120,CM,53,77,120
25236.07856,11,2017,6,17,CNTRL,HOU,1,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,11,10,14,IN,27.94,25.4,35.56
45120,11,2017,6,18,CNTRL,CKG,10,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,30,32,47,CM,30,32,47
1,11,2017,6,18,CNTRL,CKG,11,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,11,2017,6,18,CNTRL,CKG,16,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,11,2017,6,18,CNTRL,CKG,26,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,11,2017,6,18,CNTRL,CKG,32,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
7079.211648,11,2017,7,17,CNTRL,ELP,2,MS,1,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,8,6,9,IN,20.32,15.24,22.86
11781,11,2017,8,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
10710,11,2017,8,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,34,45,CM,7,34,45
11781,11,2017,8,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
45120,11,2017,8,18,CNTRL,CKG,10,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,30,32,47,CM,30,32,47
1,11,2017,8,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
6194.310192,11,2017,9,17,CNTRL,ELP,2,MS,1,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,7,6,9,IN,17.78,15.24,22.86
65187.74059,11,2017,9,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18,IN,43.18,33.02,45.72
10710,11,2017,9,18,CNTRL,CKG,2,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,34,45,CM,7,34,45
1,11,2017,9,18,CNTRL,CKG,31,94KZ,10,KG,KG,YVR,CA,YVR,CKG,CN,CKG,1,1,1,CM,1,1,1
33792,11,2017,10,5,CNTRL,SHA,4,ECN,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,44,12,64,CM,44,12,64
1769.802912,11,2017,11,17,CNTRL,HOU,1,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,9,1,12,IN,22.86,2.54,30.48
17250,11,2017,11,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,23,50,CM,15,23,50
22848,11,2017,11,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,14,34,48,CM,14,34,48
1,11,2017,11,18,CNTRL,CKG,8,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,11,2017,11,18,CNTRL,CKG,10,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
27759.68642,11,2017,12,17,CNTRL,HOU,1,MS,1,KG,LB,YYC,CA,YYC,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
1769.802912,11,2017,12,17,CNTRL,HOU,1,MS,2,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,9,1,12,IN,22.86,2.54,30.48
22848,11,2017,12,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,14,34,48,CM,14,34,48
53550,11,2017,12,18,CNTRL,CKG,13,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,35,34,45,CM,35,34,45
265795,11,2017,12,18,CNTRL,CKG,30,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,53,59,85,CM,53,59,85
2753.026752,11,2018,1,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,1,14,IN,30.48,2.54,35.56
5161.92516,11,2018,1,17,CNTRL,SFO,2,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
1,11,2018,1,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
65187.74059,11,2018,2,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18,IN,43.18,33.02,45.72
33036.32102,12,2014,8,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
5161.92516,12,2014,9,17,CNTRL,SFO,4,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
10192,12,2014,9,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,26,49,CM,8,26,49
1,12,2014,9,18,CNTRL,CKG,33,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2014,9,18,CNTRL,KUB,11,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1,CM,1,1,1
17556,12,2014,9,18,CNTRL,SHA,3,94KZ,1,KG,KG,YYZ,CA,YYZ,SHA,CN,SHA,38,11,42,CM,38,11,42
33036.32102,12,2014,10,17,CNTRL,HOU,7,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
129000,12,2014,10,18,CNTRL,CKG,18,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,43,60,CM,50,43,60
16200,12,2014,10,18,CNTRL,HKG,1,62GQ,1,KG,KG,MIA,US,MIA,HKG,HK,HKG,20,27,30,CM,20,27,30
1,12,2014,10,18,CNTRL,KUB,10,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1,CM,1,1,1
33036.32102,12,2014,11,17,CNTRL,HOU,7,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
1,12,2014,12,18,CNTRL,CKG,15,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
258000,12,2014,12,18,CNTRL,CKG,33,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,60,43,100,CM,60,43,100
16800,12,2014,12,18,CNTRL,KUB,6,94KZ,1,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,8,35,60,CM,8,35,60
1,12,2014,12,18,CNTRL,KUB,12,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1,CM,1,1,1
1,12,2015,1,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
27720,12,2015,1,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,56,CM,15,33,56
1,12,2015,1,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
5161.92516,12,2015,2,17,CNTRL,SFO,4,MS,1,LB,LB,YYC,CA,YYC,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
138000,12,2015,2,18,CNTRL,CKG,14,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,46,60,CM,50,46,60
33036.32102,12,2015,3,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
1,12,2015,3,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYC,CA,YYC,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2015,3,18,CNTRL,CKG,18,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2015,3,18,CNTRL,CKG,31,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
16200,12,2015,3,18,CNTRL,HKG,1,62GQ,1,KG,KG,MIA,US,MIA,HKG,HK,HKG,20,27,30,CM,20,27,30
2753.026752,12,2015,4,17,CNTRL,HOU,2,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,1,14,IN,30.48,2.54,35.56
1,12,2015,5,18,CNTRL,CKG,17,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2015,5,18,CNTRL,CKG,32,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2015,6,18,CNTRL,CKG,35,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2015,6,18,CNTRL,CKG,502,94KZ,250,KG,KG,CLT,US,CLT,CKG,CN,CKG,1,1,1,CM,1,1,1
1416000,12,2015,6,18,CNTRL,CKG,502,94KZ,250,KG,KG,CLT,US,CLT,CKG,CN,CKG,100,118,120,CM,100,118,120
1,12,2015,6,18,CNTRL,CKG,2756,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1,CM,1,1,1
900000,12,2015,6,18,CNTRL,CKG,2756,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,100,75,120,CM,100,75,120
1248000,12,2015,6,18,CNTRL,CKG,2756,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,100,104,120,CM,100,104,120
6194.310192,12,2015,7,17,CNTRL,SFO,2,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,6,9,IN,17.78,15.24,22.86
1,12,2015,7,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2015,7,18,CNTRL,CKG,14,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2015,7,18,CNTRL,CKG,16,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2015,7,18,CNTRL,CKG,32,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2015,7,18,CNTRL,CKG,913,94KZ,200,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
1296000,12,2015,7,18,CNTRL,CKG,913,94KZ,200,KG,KG,ORD,US,ORD,CKG,CN,CKG,100,108,120,CM,100,108,120
184184,12,2015,8,18,CNTRL,CKG,14,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,46,77,CM,52,46,77
11648,12,2015,10,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,52,CM,7,32,52
25245,12,2015,11,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,51,CM,15,33,51
27759.68642,12,2015,12,17,CNTRL,HOU,4,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
22560,12,2015,12,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47,CM,15,32,47
1,12,2015,12,18,CNTRL,CKG,28,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2015,12,18,CNTRL,CKG,35,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2015,12,18,CNTRL,CKG,66,94KZ,20,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2016,1,18,CNTRL,CKG,31,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
10192,12,2016,2,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,26,49,CM,8,26,49
24960,12,2016,2,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,52,CM,15,32,52
9541,12,2016,3,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,29,47,CM,7,29,47
25245,12,2016,3,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,51,CM,15,33,51
1,12,2016,3,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,12,2016,3,18,CNTRL,CKG,30,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
184184,12,2016,3,18,CNTRL,CKG,30,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,52,46,77,CM,52,46,77
1,12,2016,3,18,CNTRL,CKG,2282,94KZ,250,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1,CM,1,1,1
1416000,12,2016,3,18,CNTRL,CKG,2282,94KZ,250,LB,KG,IND,US,IND,CKG,CN,CKG,100,118,120,CM,100,118,120
0,12,2016,4,5,CNTRL,EWR,123459,OFN,16,LB,,RTM,NL,AMS,EWR,US,POU,0,0,0,CM,0,0,0
15000,12,2016,4,7,CNTRL,YYZ,9,MS,1,LB,LB,MDT,US,MDT,YYZ,CA,YYZ,25,20,30,CM,25,20,30
0,12,2016,4,9,CNTRL,BOS,15956,OFN,11,LB,,GLA,GB,LON,BOS,US,BOS,0,0,0,CM,0,0,0
110121.0701,12,2016,4,17,CNTRL,HOU,6,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,20,14,24,IN,50.8,35.56,60.96
1,12,2016,4,18,CNTRL,CKG,630,94KZ,300,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
792000,12,2016,4,18,CNTRL,CKG,630,94KZ,300,KG,KG,ORD,US,ORD,CKG,CN,CKG,100,66,120,CM,100,66,120
1416000,12,2016,4,18,CNTRL,CKG,630,94KZ,300,KG,KG,ORD,US,ORD,CKG,CN,CKG,100,118,120,CM,100,118,120
1,12,2016,4,18,CNTRL,CKG,631,94KZ,300,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
792000,12,2016,4,18,CNTRL,CKG,631,94KZ,300,KG,KG,ORD,US,ORD,CKG,CN,CKG,100,66,120,CM,100,66,120
1416000,12,2016,4,18,CNTRL,CKG,631,94KZ,300,KG,KG,ORD,US,ORD,CKG,CN,CKG,100,118,120,CM,100,118,120
4424.50728,12,2016,5,17,CNTRL,ELP,2,MS,1,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,9,3,10,IN,22.86,7.62,25.4
1,12,2016,5,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
